SRN,who,group,qu,rating
1003911,you,social,22,2
1003911,you,health,23,7
1003911,you,recreation,24,4
1003911,you,recreation,25,4
1003911,you,health,26,7
1003911,you,social,27,4
1003911,you,social,28,1
1003911,you,ethical,30,7
1003911,other,social,1,1
1003911,other,recreation,2,4
1003911,other,financial,3,3
1003911,other,health,5,4
1003911,other,ethical,6,6
1003911,other,social,7,3
1003911,other,financial,8,5
1003911,other,ethical,9,6
1003911,other,ethical,10,3
1003911,other,recreation,11,4
1003911,other,financial,12,5
1003911,other,recreation,13,3
1003911,other,financial,14,5
1003911,other,health,17,5
1003911,other,financial,18,2
1003911,other,recreation,19,2
1003911,other,health,20,3
1003911,other,social,21,3
1003911,other,social,22,2
1003911,other,health,23,7
1003911,other,recreation,24,1
1003911,other,recreation,25,2
1003911,other,health,26,5
1003911,other,social,27,1
1003911,other,social,28,1
1003911,other,ethical,30,6
1003912,you,social,1,3
1003912,you,recreation,2,5
1003912,you,financial,3,5
1003912,you,health,5,4
1003912,you,ethical,6,6
1003912,you,social,7,4
1003912,you,financial,8,6
1003912,you,ethical,9,5
1003912,you,ethical,10,5
1003912,you,recreation,11,3
1003912,you,financial,12,3
1003912,you,recreation,13,5
1003912,you,financial,14,2
1003912,you,health,17,3
1003912,you,financial,18,7
1003912,you,recreation,19,7
1003912,you,health,20,7
1003912,you,social,21,1
1003912,you,social,22,4
1003912,you,health,23,5
1003912,you,recreation,24,4
1003912,you,recreation,25,4
1003912,you,health,26,3
1003912,you,social,27,2
1003912,you,social,28,2
1003912,you,ethical,30,5
1003912,other,social,1,2
1003912,other,recreation,2,2
1003912,other,financial,3,4
1003912,other,health,5,3
1003912,other,ethical,6,7
1003912,other,social,7,3
1003912,other,financial,8,6
1003912,other,ethical,9,7
1003912,other,ethical,10,5
1003912,other,recreation,11,2
1003912,other,financial,12,3
1003912,other,recreation,13,4
1003912,other,financial,14,1
1003912,other,health,17,1
1003912,other,financial,18,4
1003912,other,recreation,19,5
1003912,other,health,20,6
1003912,other,social,21,1
1003912,other,social,22,3
1003912,other,health,23,4
1003912,other,recreation,24,4
1003912,other,recreation,25,2
1003912,other,health,26,1
1003912,other,social,27,3
1003912,other,social,28,3
1003912,other,ethical,30,4
1003913,you,social,1,1
1003913,you,recreation,2,5
1003913,you,financial,3,6
1003913,you,health,5,6
1003913,you,ethical,6,7
1003913,you,social,7,2
1003913,you,financial,8,6
1003913,you,ethical,9,5
1003913,you,ethical,10,7
1003913,you,recreation,11,5
1003913,you,financial,12,5
1003913,you,recreation,13,3
1003913,you,financial,14,3
1003913,you,health,17,5
1003913,you,financial,18,6
1003913,you,recreation,19,3
1003913,you,health,20,5
1003913,you,social,21,1
1003913,you,social,22,3
1003913,you,health,23,4
1003913,you,recreation,24,3
1003913,you,recreation,25,6
1003913,you,health,26,5
1003913,you,social,27,2
1003913,you,social,28,2
1003913,you,ethical,30,7
1003913,other,social,1,1
1003913,other,recreation,2,6
1003913,other,financial,3,6
1003913,other,health,5,5
1003913,other,ethical,6,5
1003913,other,social,7,1
1003913,other,financial,8,5
1003913,other,ethical,9,5
1003913,other,ethical,10,4
1003913,other,recreation,11,5
1003913,other,financial,12,4
1003913,other,recreation,13,1
1003913,other,financial,14,2
1003913,other,health,17,5
1003913,other,financial,18,4
1003913,other,recreation,19,3
1003913,other,health,20,2
1003913,other,social,21,2
1003913,other,social,22,3
1003913,other,health,23,3
1003913,other,recreation,24,2
1003913,other,recreation,25,5
1003913,other,health,26,3
1003913,other,social,27,1
1003913,other,social,28,1
1003913,other,ethical,30,5
1003914,you,social,1,4
1003914,you,recreation,2,3
1003914,you,financial,3,5
1003914,you,health,5,3
1003914,you,ethical,6,7
1003914,you,social,7,3
1003914,you,financial,8,6
1003914,you,ethical,9,6
1003914,you,ethical,10,7
1003914,you,recreation,11,5
1003914,you,financial,12,3
1003914,you,recreation,13,2
1003914,you,financial,14,6
1003914,you,health,17,4
1003914,you,financial,18,3
1003914,you,recreation,19,4
1003914,you,health,20,4
1003914,you,social,21,3
1003914,you,social,22,4
1003914,you,health,23,5
1003914,you,recreation,24,4
1003914,you,recreation,25,5
1003914,you,health,26,6
1003914,you,social,27,2
1003914,you,social,28,1
1003914,you,ethical,30,5
1003914,other,social,1,2
1003914,other,recreation,2,3
1003914,other,financial,3,5
1003914,other,health,5,1
1003914,other,ethical,6,5
1003914,other,social,7,1
1003914,other,financial,8,7
1003914,other,ethical,9,4
1003914,other,ethical,10,6
1003914,other,recreation,11,5
1003914,other,financial,12,2
1003914,other,recreation,13,1
1003914,other,financial,14,4
1003914,other,health,17,3
1003914,other,financial,18,1
1003914,other,recreation,19,4
1003914,other,health,20,6
1003914,other,social,21,2
1003914,other,social,22,2
1003914,other,health,23,5
1003914,other,recreation,24,3
1003914,other,recreation,25,6
1003914,other,health,26,6
1003914,other,social,27,1
1003914,other,social,28,1
1003914,other,ethical,30,4
1003915,you,social,1,4
1003915,you,recreation,2,4
1003915,you,financial,3,5
1003915,you,health,5,4
1003915,you,ethical,6,7
1003915,you,social,7,3
1003915,you,financial,8,3
1003915,you,ethical,9,7
1003915,you,ethical,10,4
1003915,you,recreation,11,4
1003915,you,financial,12,6
1003915,you,recreation,13,6
1003915,you,financial,14,4
1003915,you,health,17,6
1003915,you,financial,18,5
1003915,you,recreation,19,4
1003915,you,health,20,7
1003915,you,social,21,1
1003915,you,social,22,3
1003915,you,health,23,4
1003915,you,recreation,24,4
1003915,you,recreation,25,4
1003915,you,health,26,3
1003915,you,social,27,5
1003915,you,social,28,3
1003915,you,ethical,30,7
1003915,other,social,1,3
1003915,other,recreation,2,2
1003915,other,financial,3,5
1003915,other,health,5,1
1003915,other,ethical,6,5
1003915,other,social,7,1
1003915,other,financial,8,1
1003915,other,ethical,9,3
1003915,other,ethical,10,3
1003915,other,recreation,11,4
1003915,other,financial,12,5
1003915,other,recreation,13,5
1003915,other,financial,14,3
1003915,other,health,17,5
1003915,other,financial,18,5
1003915,other,recreation,19,4
1003915,other,health,20,7
1003915,other,social,21,1
1003915,other,social,22,2
1003915,other,health,23,4
1003915,other,recreation,24,4
1003915,other,recreation,25,4
1003915,other,health,26,3
1003915,other,social,27,6
1003915,other,social,28,2
1003915,other,ethical,30,6
1003916,you,social,1,2
1003916,you,recreation,2,5
1003916,you,financial,3,4
1003916,you,health,5,7
1003916,you,ethical,6,7
1003916,you,social,7,4
1003916,you,financial,8,6
1003916,you,ethical,9,6
1003916,you,ethical,10,4
1003916,you,recreation,11,4
1003916,you,financial,12,4
1003916,you,recreation,13,5
1003916,you,financial,14,4
1003916,you,health,17,5
1003916,you,financial,18,5
1003916,you,recreation,19,5
1003916,you,health,20,5
1003916,you,social,21,4
1003916,you,social,22,3
1003916,you,health,23,5
1003916,you,recreation,24,5
1003916,you,recreation,25,4
1003916,you,health,26,4
1003916,you,social,27,1
1003916,you,social,28,3
1003916,you,ethical,30,7
1003916,other,social,1,1
1003916,other,recreation,2,5
1003916,other,financial,3,6
1003916,other,health,5,7
1003916,other,ethical,6,5
1003916,other,social,7,4
1003916,other,financial,8,4
1003916,other,ethical,9,6
1003916,other,ethical,10,5
1003916,other,recreation,11,3
1003916,other,financial,12,1
1003916,other,recreation,13,5
1003916,other,financial,14,4
1003916,other,health,17,4
1003916,other,financial,18,4
1003916,other,recreation,19,3
1003916,other,health,20,4
1003916,other,social,21,4
1003916,other,social,22,3
1003916,other,health,23,5
1003916,other,recreation,24,4
1003916,other,recreation,25,3
1003916,other,health,26,4
1003916,other,social,27,1
1003916,other,social,28,3
1003916,other,ethical,30,7
1003917,you,social,1,3
1003917,you,recreation,2,4
1003917,you,financial,3,7
1003917,you,health,5,6
1003917,you,ethical,6,4
1003917,you,social,7,2
1003917,you,financial,8,4
1003917,you,ethical,9,7
1003917,you,ethical,10,6
1003917,you,recreation,11,5
1003917,you,financial,12,3
1003917,you,recreation,13,5
1003917,you,financial,14,6
1003917,you,health,17,6
1003917,you,financial,18,5
1003917,you,recreation,19,5
1003917,you,health,20,5
1003917,you,social,21,2
1003917,you,social,22,2
1003917,you,health,23,6
1003917,you,recreation,24,5
1003917,you,recreation,25,5
1003917,you,health,26,5
1003917,you,social,27,3
1003917,you,social,28,3
1003917,you,ethical,30,7
1003917,other,social,1,4
1003917,other,recreation,2,3
1003917,other,financial,3,5
1003917,other,health,5,5
1003917,other,ethical,6,3
1003917,other,social,7,2
1003917,other,financial,8,2
1003917,other,ethical,9,6
1003917,other,ethical,10,4
1003917,other,recreation,11,4
1003917,other,financial,12,2
1003917,other,recreation,13,5
1003917,other,financial,14,5
1003917,other,health,17,5
1003917,other,financial,18,4
1003917,other,recreation,19,4
1003917,other,health,20,6
1003917,other,social,21,1
1003917,other,social,22,2
1003917,other,health,23,6
1003917,other,recreation,24,4
1003917,other,recreation,25,4
1003917,other,health,26,5
1003917,other,social,27,2
1003917,other,social,28,4
1003917,other,ethical,30,6
1003918,you,social,1,1
1003918,you,recreation,2,3
1003918,you,financial,3,3
1003918,you,health,5,4
1003918,you,ethical,6,7
1003918,you,social,7,4
1003918,you,financial,8,5
1003918,you,ethical,9,5
1003918,you,ethical,10,7
1003918,you,recreation,11,4
1003918,you,financial,12,4
1003918,you,recreation,13,5
1003918,you,financial,14,3
1003918,you,health,17,3
1003918,you,financial,18,6
1003918,you,recreation,19,4
1003918,you,health,20,3
1003918,you,social,21,1
1003918,you,social,22,4
1003918,you,health,23,6
1003918,you,recreation,24,4
1003918,you,recreation,25,5
1003918,you,health,26,4
1003918,you,social,27,3
1003918,you,social,28,4
1003918,you,ethical,30,5
1003918,other,social,1,1
1003918,other,recreation,2,2
1003918,other,financial,3,2
1003918,other,health,5,3
1003918,other,ethical,6,7
1003918,other,social,7,4
1003918,other,financial,8,3
1003918,other,ethical,9,2
1003918,other,ethical,10,7
1003918,other,recreation,11,4
1003918,other,financial,12,2
1003918,other,recreation,13,4
1003918,other,financial,14,4
1003918,other,health,17,1
1003918,other,financial,18,5
1003918,other,recreation,19,4
1003918,other,health,20,1
1003918,other,social,21,1
1003918,other,social,22,3
1003918,other,health,23,5
1003918,other,recreation,24,1
1003918,other,recreation,25,4
1003918,other,health,26,4
1003918,other,social,27,3
1003918,other,social,28,4
1003918,other,ethical,30,6
1003919,you,social,1,2
1003919,you,recreation,2,4
1003919,you,financial,3,4
1003919,you,health,5,6
1003919,you,ethical,6,7
1003919,you,social,7,3
1003919,you,financial,8,4
1003919,you,ethical,9,7
1003919,you,ethical,10,6
1003919,you,recreation,11,2
1003919,you,financial,12,2
1003919,you,recreation,13,4
1003919,you,financial,14,6
1003919,you,health,17,5
1003919,you,financial,18,6
1003919,you,recreation,19,4
1003919,you,health,20,7
1003919,you,social,21,3
1003919,you,social,22,3
1003919,you,health,23,7
1003919,you,recreation,24,5
1003919,you,recreation,25,2
1003919,you,health,26,4
1003919,you,social,27,1
1003919,you,social,28,1
1003919,you,ethical,30,5
1003919,other,social,1,1
1003919,other,recreation,2,4
1003919,other,financial,3,3
1003919,other,health,5,6
1003919,other,ethical,6,3
1003919,other,social,7,3
1003919,other,financial,8,3
1003919,other,ethical,9,5
1003919,other,ethical,10,6
1003919,other,recreation,11,1
1003919,other,financial,12,2
1003919,other,recreation,13,2
1003919,other,financial,14,5
1003919,other,health,17,5
1003919,other,financial,18,5
1003919,other,recreation,19,2
1003919,other,health,20,6
1003919,other,social,21,2
1003919,other,social,22,1
1003919,other,health,23,6
1003919,other,recreation,24,4
1003919,other,recreation,25,2
1003919,other,health,26,2
1003919,other,social,27,1
1003919,other,social,28,1
1003919,other,ethical,30,3
1003920,you,social,1,2
1003920,you,recreation,2,4
1003920,you,financial,3,4
1003920,you,health,5,6
1003920,you,ethical,6,5
1003920,you,social,7,3
1003920,you,financial,8,7
1003920,you,ethical,9,5
1003920,you,ethical,10,5
1003920,you,recreation,11,6
1003920,you,financial,12,6
1003920,you,recreation,13,4
1003920,you,financial,14,4
1003920,you,health,17,6
1003920,you,financial,18,7
1003920,you,recreation,19,4
1003920,you,health,20,4
1003920,you,social,21,4
1003920,you,social,22,2
1003920,you,health,23,3
1003920,you,recreation,24,4
1003920,you,recreation,25,5
1003920,you,health,26,7
1003920,you,social,27,5
1003920,you,social,28,4
1003920,you,ethical,30,7
1003920,other,social,1,2
1003920,other,recreation,2,4
1003920,other,financial,3,5
1003920,other,health,5,3
1003920,other,ethical,6,2
1003920,other,social,7,1
1003920,other,financial,8,5
1003920,other,ethical,9,3
1003920,other,ethical,10,4
1003920,other,recreation,11,4
1003920,other,financial,12,4
1003920,other,recreation,13,3
1003920,other,financial,14,2
1003920,other,health,17,5
1003920,other,financial,18,4
1003920,other,recreation,19,3
1003920,other,health,20,4
1003920,other,social,21,4
1003920,other,social,22,3
1003920,other,health,23,1
1003920,other,recreation,24,4
1003920,other,recreation,25,5
1003920,other,health,26,7
1003920,other,social,27,4
1003920,other,social,28,3
1003920,other,ethical,30,5
1003921,you,social,1,2
1003921,you,recreation,2,5
1003921,you,financial,3,5
1003921,you,health,5,6
1003921,you,ethical,6,6
1003921,you,social,7,3
1003921,you,financial,8,4
1003921,you,ethical,9,7
1003921,you,ethical,10,6
1003921,you,recreation,11,4
1003921,you,financial,12,4
1003921,you,recreation,13,5
1003921,you,financial,14,6
1003921,you,health,17,7
1003921,you,financial,18,3
1003921,you,recreation,19,5
1003921,you,health,20,5
1003921,you,social,21,3
1003921,you,social,22,3
1003921,you,health,23,5
1003921,you,recreation,24,6
1003921,you,recreation,25,5
1003921,you,health,26,4
1003921,you,social,27,6
1003921,you,social,28,3
1003921,you,ethical,30,6
1003921,other,social,1,2
1003921,other,recreation,2,3
1003921,other,financial,3,4
1003921,other,health,5,4
1003921,other,ethical,6,5
1003921,other,social,7,1
1003921,other,financial,8,3
1003921,other,ethical,9,6
1003921,other,ethical,10,4
1003921,other,recreation,11,3
1003921,other,financial,12,1
1003921,other,recreation,13,2
1003921,other,financial,14,5
1003921,other,health,17,6
1003921,other,financial,18,3
1003921,other,recreation,19,3
1003921,other,health,20,5
1003921,other,social,21,2
1003921,other,social,22,1
1003921,other,health,23,3
1003921,other,recreation,24,3
1003921,other,recreation,25,4
1003921,other,health,26,3
1003921,other,social,27,5
1003921,other,social,28,1
1003921,other,ethical,30,7
1003922,you,social,1,2
1003922,you,recreation,2,4
1003922,you,financial,3,4
1003922,you,health,5,4
1003922,you,ethical,6,7
1003922,you,social,7,3
1003922,you,financial,8,5
1003922,you,ethical,9,7
1003922,you,ethical,10,5
1003922,you,recreation,11,6
1003922,you,financial,12,6
1003922,you,recreation,13,5
1003922,you,financial,14,6
1003922,you,health,17,3
1003922,you,financial,18,4
1003922,you,recreation,19,4
1003922,you,health,20,7
1003922,you,social,21,3
1003922,you,social,22,3
1003922,you,health,23,6
1003922,you,recreation,24,5
1003922,you,recreation,25,5
1003922,you,health,26,4
1003922,you,social,27,2
1003922,you,social,28,3
1003922,you,ethical,30,6
1003922,other,social,1,1
1003922,other,recreation,2,4
1003922,other,financial,3,2
1003922,other,health,5,5
1003922,other,ethical,6,5
1003922,other,social,7,2
1003922,other,financial,8,5
1003922,other,ethical,9,6
1003922,other,ethical,10,5
1003922,other,recreation,11,6
1003922,other,financial,12,5
1003922,other,recreation,13,6
1003922,other,financial,14,5
1003922,other,health,17,2
1003922,other,financial,18,2
1003922,other,recreation,19,2
1003922,other,health,20,6
1003922,other,social,21,1
1003922,other,social,22,4
1003922,other,health,23,6
1003922,other,recreation,24,2
1003922,other,recreation,25,3
1003922,other,health,26,4
1003922,other,social,27,1
1003922,other,social,28,2
1003922,other,ethical,30,7
1003923,you,social,1,4
1003923,you,recreation,2,4
1003923,you,financial,3,4
1003923,you,health,5,5
1003923,you,ethical,6,5
1003923,you,social,7,3
1003923,you,financial,8,6
1003923,you,ethical,9,7
1003923,you,ethical,10,7
1003923,you,recreation,11,3
1003923,you,financial,12,7
1003923,you,recreation,13,5
1003923,you,financial,14,6
1003923,you,health,17,3
1003923,you,financial,18,3
1003923,you,recreation,19,5
1003923,you,health,20,7
1003923,you,social,21,3
1003923,you,social,22,1
1003923,you,health,23,6
1003923,you,recreation,24,5
1003923,you,recreation,25,5
1003923,you,health,26,5
1003923,you,social,27,5
